repo	old_path	file_type	current_role	classification	proposed_action	target_path	unique_content_summary	absorbed_by	archive_destination	delete_allowed	reason	validation_note
api	NEW:DOCS.2	md	archive manifest or archive entry documentation	archive_manifest_or_entry	create_canonical_target	Documentation/archive/README.md	Created during DOCS.2 as archive manifest or archive entry documentation.	Documentation/archive/README.md		no	Required by frozen DOCS.2 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
api	NEW:DOCS.2	md	archive manifest or archive entry documentation	archive_manifest_or_entry	create_canonical_target	Documentation/archive/historical-manifest.md	Created during DOCS.2 as archive manifest or archive entry documentation.	Documentation/archive/historical-manifest.md		no	Required by frozen DOCS.2 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
api	Documentation/MIGRATION_FROM_APPS_CLI_IPC.md	md	historical subprocess transport migration note	legacy_command_transport_migration	archive_after_absorption	Documentation/transports/subprocess-stdio-compat.md	Inspected document "Migration From experience/clients/cli/source/ipc".	Documentation/transports/subprocess-stdio-compat.md	Documentation/archive/legacy-cli/MIGRATION_FROM_APPS_CLI_IPC.md	no	Compatibility details were absorbed into subprocess stdio transport documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/canonical-action-descriptor-registry.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/action-descriptor-model.md	Inspected document "Canonical Action Descriptor Registry" covering Status, Purpose, Non-goals.	Documentation/operations/action-descriptor-model.md	Documentation/archive/legacy-cli/canonical-action-descriptor-registry.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/canonical-cli-command-inventory.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/command-projection-model.md	Inspected document "Canonical CLI Command Inventory" covering Status, Purpose, Non-goals.	Documentation/operations/command-projection-model.md	Documentation/archive/legacy-cli/canonical-cli-command-inventory.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/canonical-cli-invocation.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/domains/client.md	Inspected document "Canonical CLI Invocation" covering Status, Purpose, Canonical Command Form.	Documentation/domains/client.md	Documentation/archive/legacy-cli/canonical-cli-invocation.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/canonical-yai-command-system.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/command-projection-model.md	Inspected document "Canonical YAI Command System" covering Status, Purpose, Non-goals.	Documentation/operations/command-projection-model.md	Documentation/archive/legacy-cli/canonical-yai-command-system.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/capability-command-recovery.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/action-descriptor-model.md	Inspected document "Capability Command Recovery" covering Status, Purpose, Problem Statement.	Documentation/operations/action-descriptor-model.md	Documentation/archive/legacy-cli/capability-command-recovery.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/cli-runtime-binary-boundary.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/domains/client.md	Inspected document "CLI / Runtime Binary Boundary" covering Status, Purpose, Decision.	Documentation/domains/client.md	Documentation/archive/legacy-cli/cli-runtime-binary-boundary.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/cli-sdk-first-wiring.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/domains/sdk.md	Inspected document "CLI SDK-first Wiring" covering Status, Purpose, Rule.	Documentation/domains/sdk.md	Documentation/archive/legacy-cli/cli-sdk-first-wiring.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/cli-tui-command-projection-contract.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/command-projection-model.md	Inspected document "CLI / TUI Command Projection Contract" covering Status, Purpose, Non-goals.	Documentation/operations/command-projection-model.md	Documentation/archive/legacy-cli/cli-tui-command-projection-contract.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/command-system-refactor-readiness.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/operations/action-descriptor-model.md	Inspected document "Command System Refactor Readiness" covering Status, Purpose, Non-goals.	Documentation/operations/action-descriptor-model.md	Documentation/archive/legacy-cli/command-system-refactor-readiness.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/final-cli-source-removal-absence-guardrail.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Final CLI Source Removal / Absence Guardrail" covering Status, Purpose, Deleted Areas.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/final-cli-source-removal-absence-guardrail.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-api-sdk-surface-extraction.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/domains/sdk.md	Inspected document "Legacy API/SDK Surface Extraction" covering Status, Purpose, Extraction Principle.	Documentation/domains/sdk.md	Documentation/archive/legacy-cli/legacy-api-sdk-surface-extraction.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-entrypoint-makefile-source-removal.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Legacy Entrypoint / Makefile Source Removal" covering Status, Purpose, Deleted Areas.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-entrypoint-makefile-source-removal.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-runtime-core-extraction.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Legacy Runtime/Core Extraction" covering Status, Purpose, Extraction Principle.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-runtime-core-extraction.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-source-deletion-pass.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Legacy Source Deletion Pass" covering Status, Purpose, Deletion Principle.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-source-deletion-pass.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-source-extraction-map.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "CLI Legacy Source Extraction Map" covering Status, Purpose, Final Direction.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-source-extraction-map.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-source-guardrail.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Legacy Source Guardrail" covering Status, Purpose, Current State.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-source-guardrail.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/legacy-source-quarantine.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "CLI Legacy Source Quarantine" covering Status, Purpose, Quarantine Policy.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/legacy-source-quarantine.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/cli/residual-domain-source-deletion-pass.md	md	historical command-line product or projection documentation	legacy_command_product_surface	archive_after_absorption	Documentation/archive/legacy-cli/	Inspected document "Residual Domain Source Deletion Pass" covering Status, Purpose, Deleted Areas.	Documentation/archive/legacy-cli/	Documentation/archive/legacy-cli/residual-domain-source-deletion-pass.md	no	API documentation may define operation and action projections but not own the old product surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/loom-client-alignment.md	md	historical retired client alignment material	legacy_loom_client_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "Loom Client Alignment" covering Status, Purpose, Compatibility Role.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/legacy-loom/loom-client-alignment.md	no	Retired client concept is not an active API documentation surface.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/client-connection-model.md	md	historical client projection alignment material	old_client_projection_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "Client Connection Model" covering Status, Purpose, Definition.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-client/client-connection-model.md	no	API keeps client boundary semantics, not client UX ownership.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/console-client-alignment.md	md	historical client projection alignment material	old_client_projection_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "Console Client Alignment" covering Status, Purpose, Client Role.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-client/console-client-alignment.md	no	API keeps client boundary semantics, not client UX ownership.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/desktop-long-lived-client-alignment.md	md	historical client projection alignment material	old_client_projection_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "Desktop / Long-Lived Client Alignment" covering Status, Purpose, Client Role.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-client/desktop-long-lived-client-alignment.md	no	API keeps client boundary semantics, not client UX ownership.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/shell-ux-model.md	md	historical client projection alignment material	old_client_projection_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "Shell UX Model" covering Status, Purpose, Canonical Commands.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-client/shell-ux-model.md	no	API keeps client boundary semantics, not client UX ownership.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/client/vscode-client-alignment.md	md	historical client projection alignment material	old_client_projection_material	archive_after_absorption	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Inspected document "VS Code Client Alignment" covering Status, Purpose, Client Role.	Documentation/domains/client.md; Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-client/vscode-client-alignment.md	no	API keeps client boundary semantics, not client UX ownership.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/CLIENT_INTEGRATION.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/domains/client.md	Inspected document "Client Integration".	Documentation/domains/client.md	Documentation/archive/old-flat-root/CLIENT_INTEGRATION.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/FAMILY_MODEL.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/overview.md	Inspected document "Family Model".	Documentation/architecture/overview.md	Documentation/archive/old-flat-root/FAMILY_MODEL.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/REQUEST_RESPONSE_MODEL.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/envelopes/request-response-model.md	Inspected document "Request/Response Model".	Documentation/envelopes/request-response-model.md	Documentation/archive/old-flat-root/REQUEST_RESPONSE_MODEL.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/adr/ADR-V1-session-death-decision.md	md	historical decision record with API consequences	historical_decision_record	archive_after_absorption	Documentation/decisions/adr-index.md; Documentation/decisions/active-decisions.md	Inspected document "ADR-V1 - Session Death Decision" covering Status, Context, Decision.	Documentation/decisions/adr-index.md; Documentation/decisions/active-decisions.md	Documentation/archive/old-flat-root/adr/ADR-V1-session-death-decision.md	no	Decision consequences were summarized in the decisions section.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/agent-orchestration-entry.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Agent Orchestration Entry Contract".	Documentation/domains/execution.md	Documentation/archive/old-flat-root/agent-orchestration-entry.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-auth-surfaces.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/domains/identity.md	Inspected document "API Auth Surfaces" covering Status, Purpose, Non-goals.	Documentation/domains/identity.md	Documentation/archive/old-flat-root/api-auth-surfaces.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-case-expansion.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/domains/case.md	Inspected document "API Case Expansion" covering Status, Purpose, Non-goals.	Documentation/domains/case.md	Documentation/archive/old-flat-root/api-case-expansion.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-contract-taxonomy.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/protocol-api-boundary.md	Inspected document "API Contract Taxonomy" covering Canonical Contract Material, Conformance/OpenAPI Direction, Migration/Extraction History.	Documentation/architecture/protocol-api-boundary.md	Documentation/archive/old-flat-root/api-contract-taxonomy.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-envelope-error-stream-model.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/envelope-error-stream-model.md	Inspected document "API Envelope / Error / Stream Model" covering Purpose, Contract Surfaces, Model Summary.	Documentation/architecture/envelope-error-stream-model.md	Documentation/archive/old-flat-root/api-envelope-error-stream-model.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-operation-model.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/operation-model.md	Inspected document "API Operation Model".	Documentation/architecture/operation-model.md	Documentation/archive/old-flat-root/api-operation-model.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-operator-context-surfaces.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/domains/operator.md	Inspected document "API Operator Context Surfaces" covering Status, Purpose, Non-goals.	Documentation/domains/operator.md	Documentation/archive/old-flat-root/api-operator-context-surfaces.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-plane-surface-model.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/overview.md	Inspected document "API Plane Surface Model".	Documentation/architecture/overview.md	Documentation/archive/old-flat-root/api-plane-surface-model.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-projection-filesystem.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/api-source-of-truth.md	Inspected document "API Projection Filesystem" covering Status, Purpose, Canonical Rule.	Documentation/architecture/api-source-of-truth.md	Documentation/archive/old-flat-root/api-projection-filesystem.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-registry-refactor.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/operations/operation-registry.md	Inspected document "API Registry Refactor" covering Status, Purpose, Non-goals.	Documentation/operations/operation-registry.md	Documentation/archive/old-flat-root/api-registry-refactor.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-source-of-truth.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/api-source-of-truth.md	Inspected document "API Projection Source of Truth".	Documentation/architecture/api-source-of-truth.md	Documentation/archive/old-flat-root/api-source-of-truth.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/api-to-core-plane-map.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/architecture/client-projection-boundary.md	Inspected document "API to Core Plane Map".	Documentation/architecture/client-projection-boundary.md	Documentation/archive/old-flat-root/api-to-core-plane-map.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/build/api-build-contract.md	md	historical build and conformance validation note	old_build_conformance_note	archive_after_absorption	Documentation/conformance/check-index.md; Documentation/conformance/implementation-readiness.md	Inspected document "API Build / Conformance Contract" covering Status, Purpose, Canonical Commands.	Documentation/conformance/check-index.md; Documentation/conformance/implementation-readiness.md	Documentation/archive/old-flat-root/build/api-build-contract.md	no	Build notes were converted into conformance check documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/case/case-commands.md	md	case domain source material	domain_case_source	archive_after_absorption	Documentation/domains/case.md	Inspected document "Case Commands" covering Status, Purpose, Commands.	Documentation/domains/case.md	Documentation/archive/old-flat-root/case/case-commands.md	no	Case domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/case/case-tree-model.md	md	case domain source material	domain_case_source	archive_after_absorption	Documentation/domains/case.md	Inspected document "Case Tree Model" covering Status, Purpose, Root.	Documentation/domains/case.md	Documentation/archive/old-flat-root/case/case-tree-model.md	no	Case domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/case/case-uri-model.md	md	case domain source material	domain_case_source	archive_after_absorption	Documentation/domains/case.md	Inspected document "Case URI Model" covering Status, Purpose, Canonical Roots.	Documentation/domains/case.md	Documentation/archive/old-flat-root/case/case-uri-model.md	no	Case domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/case/root-user-case.md	md	case domain source material	domain_case_source	archive_after_absorption	Documentation/domains/case.md	Inspected document "Work Root Case" covering Status, Definition, V6 Local-Dev Behavior.	Documentation/domains/case.md	Documentation/archive/old-flat-root/case/root-user-case.md	no	Case domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/command-projection-model.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/operations/command-projection-model.md	Inspected document "Command Projection Model".	Documentation/operations/command-projection-model.md	Documentation/archive/old-flat-root/command-projection-model.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/compat/session-legacy-containment.md	md	historical runtime compatibility note	old_runtime_compatibility_source	archive_after_absorption	Documentation/domains/runtime.md	Inspected document "Session Legacy Containment" covering Status, Policy, Canonical Replacement Model.	Documentation/domains/runtime.md	Documentation/archive/old-flat-root/compat/session-legacy-containment.md	no	Compatibility boundary absorbed into runtime domain and archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/enterprise-api-standard.md	md	old flat-root API source document	root_canonical_source	archive_after_absorption	Documentation/conformance/conformance-policy.md	Inspected document "Enterprise API Standard".	Documentation/conformance/conformance-policy.md	Documentation/archive/old-flat-root/enterprise-api-standard.md	no	Useful content absorbed into canonical target sections; flat root file archived.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/account-scoped-limit-reconciliation.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Account-Scoped Limit Reconciliation" covering Status, Purpose, Canonical Invariants.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/account-scoped-limit-reconciliation.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/agent-authority-binding.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Agent Authority Binding" covering Status, Purpose, Canonical Invariant.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/agent-authority-binding.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/analytics-binding.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Analytics Binding" covering Status, Purpose, Canonical Invariants.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/analytics-binding.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/case-bound-jobs.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Case-bound Jobs" covering Status, Purpose, Canonical Invariant.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/case-bound-jobs.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/case-evidence-binding.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Case Evidence Binding" covering Status, Purpose, Canonical Invariant.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/case-evidence-binding.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/case-job-flow-limit-boundary.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Case / Job / Flow Limit Boundary" covering Status, Purpose, Canonical Invariants.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/case-job-flow-limit-boundary.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/cloud-compute-boundary.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Cloud Compute Boundary" covering Status, Purpose, Canonical Invariants.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/cloud-compute-boundary.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/detach-continuation-semantics.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Detach / Continuation Semantics" covering Status, Purpose, Canonical Rule.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/detach-continuation-semantics.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/execution-lease-model.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Execution Lease Model" covering Status, Purpose, Canonical Invariants.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/execution-lease-model.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/flow-binding.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Flow Binding" covering Status, Purpose, Canonical Invariant.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/flow-binding.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
api	Documentation/execution/knowledge-binding.md	md	execution and authority source material	domain_execution_source	archive_after_absorption	Documentation/domains/execution.md	Inspected document "Knowledge Binding" covering Status, Purpose, Canonical Invariant.	Documentation/domains/execution.md	Documentation/archive/old-flat-root/execution/knowledge-binding.md	no	Execution domain content absorbed into canonical domain documentation.	Content inspected by title, headings, and body read before classification; no deletion selected.
