repo	old_path	file_type	current_role	classification	proposed_action	target_path	unique_content_summary	absorbed_by	archive_destination	delete_allowed	reason	validation_note
sdk	Documentation/legacy/RUNTIME_RESOLUTION_POLICY.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/runtime-resolution-model.md; Documentation/guides/local-runtime-connection.md	Inspected document "Runtime Resolution Policy" covering Purpose, Dependency distinction, Preferred model.	Documentation/architecture/runtime-resolution-model.md; Documentation/guides/local-runtime-connection.md	Documentation/archive/legacy-sdk/RUNTIME_RESOLUTION_POLICY.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SDK_ALIGNMENT_DX1_MODEL.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/sdk-architecture.md	Inspected document "SDK Alignment Model (DX-1)" covering Purpose, Canonical thesis, Target model alignment.	Documentation/architecture/sdk-architecture.md	Documentation/archive/legacy-sdk/SDK_ALIGNMENT_DX1_MODEL.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SDK_API_DISCIPLINE.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/api-consumption-model.md; Documentation/standards/enterprise-sdk-standard.md	Inspected document "SDK API Discipline" covering Canonical entry, API classes, public_stable (canonical).	Documentation/architecture/api-consumption-model.md; Documentation/standards/enterprise-sdk-standard.md	Documentation/archive/legacy-sdk/SDK_API_DISCIPLINE.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SDK_DEPENDENCY_MATRIX.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/package-taxonomy.md; Documentation/packages/package-release-model.md	Inspected document "SDK Dependency Matrix".	Documentation/architecture/package-taxonomy.md; Documentation/packages/package-release-model.md	Documentation/archive/legacy-sdk/SDK_DEPENDENCY_MATRIX.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SDK_PUBLIC_RUNTIME_SURFACE.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/runtime-resolution-model.md; Documentation/packages/c.md	Inspected document "SDK Public Runtime Surface" covering Canonical include entry, include <yai_sdk/public.h>, Canonical public taxonomy headers.	Documentation/architecture/runtime-resolution-model.md; Documentation/packages/c.md	Documentation/archive/legacy-sdk/SDK_PUBLIC_RUNTIME_SURFACE.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SDK_SURFACE_CONTRACT.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/standards/enterprise-sdk-standard.md	Inspected document "YAI SDK Surface Contract" covering Scope, Canonical public surface center, Unified runtime model commitments.	Documentation/standards/enterprise-sdk-standard.md	Documentation/archive/legacy-sdk/SDK_SURFACE_CONTRACT.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/SOURCE_PLANE_SDK_MODEL.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/architecture/api-consumption-model.md	Inspected document "Source Plane SDK Model" covering Purpose, Public header, include <yai_sdk/public.h>.	Documentation/architecture/api-consumption-model.md	Documentation/archive/legacy-sdk/SOURCE_PLANE_SDK_MODEL.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy-cli-surface-candidates.md	md	legacy command-product SDK candidate material	legacy_sdk_surface_candidate	archive_after_absorption	Documentation/architecture/api-consumption-model.md; Documentation/architecture/runtime-resolution-model.md	Inspected document "Legacy CLI Surface Candidates" covering Status, Purpose, SDK Ownership Rule.	Documentation/architecture/api-consumption-model.md; Documentation/architecture/runtime-resolution-model.md	Documentation/archive/legacy-sdk/legacy-cli-surface-candidates.md	no	SDK-facing candidate content absorbed; retired command-product framing archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/repository-naming-realignment-report.md	md	legacy SDK source material	legacy_sdk_material	archive_after_absorption	Documentation/archive/legacy-sdk/	Inspected document "Repository Naming Realignment Report (`sdk`)" covering Scope, Applied mapping, Internal path policy decision.	Documentation/archive/legacy-sdk/	Documentation/archive/legacy-sdk/repository-naming-realignment-report.md	no	Legacy SDK material was absorbed into canonical SDK docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/DOCS_INDEX.md	md	old SDK documentation index	old_flat_root_index	archive_after_absorption	Documentation/INDEX.md	Inspected document "SDK Docs Index".	Documentation/INDEX.md	Documentation/archive/old-flat-root/DOCS_INDEX.md	no	Index content absorbed into canonical INDEX.md.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/README.md	md	old SDK documentation entry point	old_flat_root_readme	archive_after_absorption	Documentation/README.md; Documentation/INDEX.md	Inspected document "SDK Docs" covering Buckets, Package Docs, Source of Truth.	Documentation/README.md; Documentation/INDEX.md	Documentation/archive/old-flat-root/README.md	no	Entry content absorbed into canonical README and INDEX.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/architecture/api-source-model.md	md	old SDK architecture source material	architecture_source	archive_after_absorption	Documentation/architecture/api-consumption-model.md	Inspected document "API Source Readiness Notes".	Documentation/architecture/api-consumption-model.md	Documentation/archive/old-flat-root/architecture/api-source-model.md	no	Architecture content absorbed into canonical architecture docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/architecture/package-taxonomy.md	md	old SDK architecture source material	architecture_source	archive_after_absorption	Documentation/architecture/package-taxonomy.md	Inspected document "SDK Package Taxonomy".	Documentation/architecture/package-taxonomy.md	Documentation/archive/old-flat-root/architecture/package-taxonomy.md	no	Architecture content absorbed into canonical architecture docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/architecture/sdk-architecture.md	md	old SDK architecture source material	architecture_source	archive_after_absorption	Documentation/architecture/sdk-architecture.md	Inspected document "yai-sdk Architecture" covering Wave CLI-2A Surface Additions.	Documentation/architecture/sdk-architecture.md	Documentation/archive/old-flat-root/architecture/sdk-architecture.md	no	Architecture content absorbed into canonical architecture docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/architecture/transport-model.md	md	old SDK architecture source material	architecture_source	archive_after_absorption	Documentation/architecture/transport-consumption-model.md	Inspected document "Transport Model".	Documentation/architecture/transport-consumption-model.md	Documentation/archive/old-flat-root/architecture/transport-model.md	no	Architecture content absorbed into canonical architecture docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/guides/client-adoption.md	md	old SDK guide source material	guide_source	archive_after_absorption	Documentation/guides/client-adoption.md	Inspected document "Client Adoption Boundary (Wave 14D)" covering Wave 21 runtime service lifecycle note.	Documentation/guides/client-adoption.md	Documentation/archive/old-flat-root/guides/client-adoption.md	no	Guide content absorbed into canonical developer guides.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/guides/integration-examples.md	md	old SDK guide source material	guide_source	archive_after_absorption	Documentation/guides/integration-examples.md	Inspected document "Integration Examples" covering Operational semantics used by examples, Suggested manual flow, SDK-2 model-contract usage.	Documentation/guides/integration-examples.md	Documentation/archive/old-flat-root/guides/integration-examples.md	no	Guide content absorbed into canonical developer guides.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/guides/quickstart.md	md	old SDK guide source material	guide_source	archive_after_absorption	Documentation/guides/quickstart.md	Inspected document "SDK Quickstart (Canonical SDK-3 Path)" covering 1) Open client, include <yai_sdk/public.h>, 2) Bind workspace context.	Documentation/guides/quickstart.md	Documentation/archive/old-flat-root/guides/quickstart.md	no	Guide content absorbed into canonical developer guides.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/standards/compatibility-model.md	md	old SDK standard source material	standard_source	archive_after_absorption	Documentation/standards/compatibility-model.md	Inspected document "SDK Compatibility / Export Model" covering Goal, Allowed inputs, Forbidden model.	Documentation/standards/compatibility-model.md	Documentation/archive/old-flat-root/standards/compatibility-model.md	no	Standard content absorbed into canonical standards docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/standards/enterprise-sdk-standard.md	md	old SDK standard source material	standard_source	archive_after_absorption	Documentation/standards/enterprise-sdk-standard.md	Inspected document "Enterprise SDK Standard" covering Wave 21 runtime service lifecycle note.	Documentation/standards/enterprise-sdk-standard.md	Documentation/archive/old-flat-root/standards/enterprise-sdk-standard.md	no	Standard content absorbed into canonical standards docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/standards/error-and-status-model.md	md	old SDK standard source material	standard_source	archive_after_absorption	Documentation/standards/error-and-status-model.md	Inspected document "Error and Status Model".	Documentation/standards/error-and-status-model.md	Documentation/archive/old-flat-root/standards/error-and-status-model.md	no	Standard content absorbed into canonical standards docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/standards/family-availability.md	md	old SDK standard source material	standard_source	archive_after_absorption	Documentation/standards/family-availability.md	Inspected document "Family Availability" covering Rust SDK Family Availability (CLI Core).	Documentation/standards/family-availability.md	Documentation/archive/old-flat-root/standards/family-availability.md	no	Standard content absorbed into canonical standards docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/standards/versioning-and-release-policy.md	md	old SDK standard source material	standard_source	archive_after_absorption	Documentation/standards/versioning-and-release-policy.md	Inspected document "SDK Versioning and Release Policy".	Documentation/standards/versioning-and-release-policy.md	Documentation/archive/old-flat-root/standards/versioning-and-release-policy.md	no	Standard content absorbed into canonical standards docs.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/reports/dx-reliability-checklist.md	md	SDK report source material	report_source	archive_after_absorption	Documentation/conformance/dx-reliability-checklist.md	Inspected document "DX and Reliability Checklist (SDK)" covering Implemented in this wave, Pending / future hardening.	Documentation/conformance/dx-reliability-checklist.md	Documentation/archive/old-reports/dx-reliability-checklist.md	no	Current report content absorbed into conformance docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/reports/refoundation-phase-3a-sdk-typed-operation-gate-audit.md	md	historical refoundation report	old_refoundation_report	archive_after_absorption	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Inspected document "Refoundation Phase 3A — SDK Typed Operation Gate Audit" covering 1. Executive verdict, 2. Canonical API comparison, 3. Forbidden public grammar findings.	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Documentation/archive/old-reports/refoundation-phase-3a-sdk-typed-operation-gate-audit.md	no	Refoundation reports are historical and cannot remain primary.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/reports/refoundation-phase-3b-sdk-canonical-surface-cleanup.md	md	historical refoundation report	old_refoundation_report	archive_after_absorption	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Inspected document "Refoundation Phase 3B — SDK Canonical Surface Cleanup / Typed Operation Constants Patch" covering Verdict, Files Changed, Canonical Surfaces Added.	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Documentation/archive/old-reports/refoundation-phase-3b-sdk-canonical-surface-cleanup.md	no	Refoundation reports are historical and cannot remain primary.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/reports/refoundation-phase-3c-c-sdk-compat-isolation-plan.md	md	historical refoundation report	old_refoundation_report	archive_after_absorption	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Inspected document "Refoundation Phase 3C — C SDK Compat Isolation / C SDK Boundary Plan" covering Executive Verdict, C SDK Public Headers Classification, Canonical-native transport or client-adjacent.	Documentation/conformance/api-inventory.md; Documentation/conformance/sdk-conformance.md	Documentation/archive/old-reports/refoundation-phase-3c-c-sdk-compat-isolation-plan.md	no	Refoundation reports are historical and cannot remain primary.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/reports/sdk-api-inventory-v1.md	md	SDK report source material	report_source	archive_after_absorption	Documentation/conformance/api-inventory.md	Inspected document "SDK API Inventory v1" covering Canonical Public Headers (`public_stable`), Internal Headers (`internal`), Module Classification.	Documentation/conformance/api-inventory.md	Documentation/archive/old-reports/sdk-api-inventory-v1.md	no	Current report content absorbed into conformance docs and archived.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/waves/a5-sdk-call-context-propagation.md	md	historical SDK wave report	historical_wave_report	archive_after_absorption	Documentation/conformance/sdk-conformance.md; Documentation/packages/rust.md	Inspected document "A5 — SDK Call Context Propagation" covering Status, Purpose, Rust Result.	Documentation/conformance/sdk-conformance.md; Documentation/packages/rust.md	Documentation/archive/old-waves/a5-sdk-call-context-propagation.md	no	Completed waves are historical and cannot remain primary.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/waves/sdk-01-rust-local-ipc-rpc-client-transport.md	md	historical SDK wave report	historical_wave_report	archive_after_absorption	Documentation/conformance/sdk-conformance.md; Documentation/packages/rust.md	Inspected document "SDK.01 — Rust Local IPC RPC Client Transport" covering Status, Purpose, Files Changed.	Documentation/conformance/sdk-conformance.md; Documentation/packages/rust.md	Documentation/archive/old-waves/sdk-01-rust-local-ipc-rpc-client-transport.md	no	Completed waves are historical and cannot remain primary.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/THREADING_MEMORY.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/standards/compatibility-model.md; Documentation/packages/c.md	Inspected document "Threading and Memory Semantics" covering Thread-safety, Reentrancy, Memory ownership.	Documentation/standards/compatibility-model.md; Documentation/packages/c.md	Documentation/archive/old-workspace/THREADING_MEMORY.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/WORKSPACE_BOUNDARY_MEDIATION.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/architecture/runtime-resolution-model.md	Inspected document "SDK Workspace Boundary Mediation (WS-11)" covering SDK Responsibilities, Non-Responsibilities, Drift Guardrails.	Documentation/architecture/runtime-resolution-model.md	Documentation/archive/old-workspace/WORKSPACE_BOUNDARY_MEDIATION.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/WORKSPACE_DIGITAL_CONTROL_PATH.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/archive/old-workspace/	Inspected document "SDK Workspace Digital Control Path" covering SDK responsibilities, Non-responsibilities, Digital flow reference.	Documentation/archive/old-workspace/	Documentation/archive/old-workspace/WORKSPACE_DIGITAL_CONTROL_PATH.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/WORKSPACE_FINAL_DEMO_MATRIX.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/archive/old-workspace/	Inspected document "SDK Final Demo Matrix Convergence (14/14)" covering SDK obligations in final matrix, Validation pointers, Final matrix handoff.	Documentation/archive/old-workspace/	Documentation/archive/old-workspace/WORKSPACE_FINAL_DEMO_MATRIX.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/WORKSPACE_SCIENTIFIC_CONTROL_PATH.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/archive/old-workspace/	Inspected document "SDK Workspace Scientific Control Path" covering SDK responsibilities, Non-responsibilities, Scientific flow reference.	Documentation/archive/old-workspace/	Documentation/archive/old-workspace/WORKSPACE_SCIENTIFIC_CONTROL_PATH.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/legacy/WSV84_COMPOSITION_DEBT_DISPOSITION.md	md	historical workspace/demo SDK material	old_workspace_material	archive_after_absorption	Documentation/archive/old-workspace/	Inspected document "WSV-8.4 Composition Debt Disposition (SDK/CLI Consumer Layer)" covering Decision matrix, Why composition remains in selected families, Canonical-first rule.	Documentation/archive/old-workspace/	Documentation/archive/old-workspace/WSV84_COMPOSITION_DEBT_DISPOSITION.md	no	Workspace/demo material was absorbed where SDK-relevant and archived outside the primary surface.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	NEW:DOCS.3	md	canonical SDK conformance documentation	canonical_conformance_doc	create_canonical_target	Documentation/conformance/README.md	Created during DOCS.3 as canonical SDK conformance documentation.	Documentation/conformance/README.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK conformance documentation	canonical_conformance_doc	create_canonical_target	Documentation/conformance/api-inventory.md	Created during DOCS.3 as canonical SDK conformance documentation.	Documentation/conformance/api-inventory.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK conformance documentation	canonical_conformance_doc	create_canonical_target	Documentation/conformance/dx-reliability-checklist.md	Created during DOCS.3 as canonical SDK conformance documentation.	Documentation/conformance/dx-reliability-checklist.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK conformance documentation	canonical_conformance_doc	create_canonical_target	Documentation/conformance/generated-surface.md	Created during DOCS.3 as canonical SDK conformance documentation.	Documentation/conformance/generated-surface.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK conformance documentation	canonical_conformance_doc	create_canonical_target	Documentation/conformance/sdk-conformance.md	Created during DOCS.3 as canonical SDK conformance documentation.	Documentation/conformance/sdk-conformance.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK decision documentation	canonical_decision_doc	create_canonical_target	Documentation/decisions/README.md	Created during DOCS.3 as canonical SDK decision documentation.	Documentation/decisions/README.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK decision documentation	canonical_decision_doc	create_canonical_target	Documentation/decisions/active-decisions.md	Created during DOCS.3 as canonical SDK decision documentation.	Documentation/decisions/active-decisions.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK decision documentation	canonical_decision_doc	create_canonical_target	Documentation/decisions/adr-index.md	Created during DOCS.3 as canonical SDK decision documentation.	Documentation/decisions/adr-index.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/README.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/README.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/client-adoption.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/client-adoption.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/error-handling.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/error-handling.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/integration-examples.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/integration-examples.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/local-runtime-connection.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/local-runtime-connection.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK developer guide	canonical_guide_doc	create_canonical_target	Documentation/guides/quickstart.md	Created during DOCS.3 as canonical SDK developer guide.	Documentation/guides/quickstart.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	DOCS.3 reset evidence	internal_reset_artifact	create_canonical_target	Documentation/internal/README.md	Created during DOCS.3 as DOCS.3 reset evidence.	Documentation/internal/README.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	Documentation/internal/docs-reset-before-file-list.txt	txt	DOCS.3 reset inventory artifact	internal_reset_artifact	retain_or_rewrite_reset_artifact	Documentation/internal/docs-reset-before-file-list.txt	Inspected document "Documentation/DOCS_INDEX.md".	Documentation/internal/docs-reset-before-file-list.txt		no	Required reset output retained in internal.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/internal/docs-reset-before-tree.txt	txt	DOCS.3 reset inventory artifact	internal_reset_artifact	retain_or_rewrite_reset_artifact	Documentation/internal/docs-reset-before-tree.txt	Inspected document "Documentation".	Documentation/internal/docs-reset-before-tree.txt		no	Required reset output retained in internal.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	Documentation/internal/docs-reset-classification-sdk.tsv	tsv	DOCS.3 reset inventory artifact	internal_reset_artifact	retain_or_rewrite_reset_artifact	Documentation/internal/docs-reset-classification-sdk.tsv	Inspected document "repo old_path file_type current_role classification proposed_action target_path ".	Documentation/internal/docs-reset-classification-sdk.tsv		no	Required reset output retained in internal.	Content inspected by title, headings, and body before classification; no deletion selected.
sdk	NEW:DOCS.3	md	DOCS.3 reset evidence	internal_reset_artifact	create_canonical_target	Documentation/internal/docs-reset-report.md	Created during DOCS.3 as DOCS.3 reset evidence.	Documentation/internal/docs-reset-report.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	DOCS.3 reset evidence	internal_reset_artifact	create_canonical_target	Documentation/internal/internal-manifest.md	Created during DOCS.3 as DOCS.3 reset evidence.	Documentation/internal/internal-manifest.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK package documentation	canonical_package_doc	create_canonical_target	Documentation/packages/README.md	Created during DOCS.3 as canonical SDK package documentation.	Documentation/packages/README.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
sdk	NEW:DOCS.3	md	canonical SDK package documentation	canonical_package_doc	create_canonical_target	Documentation/packages/c.md	Created during DOCS.3 as canonical SDK package documentation.	Documentation/packages/c.md		no	Required by frozen DOCS.3 target tree or reset evidence output.	Generated after audited absorption; no deletion involved.
